ASV,Kingdom,Phylum,Class,Order,Family,Genus,S23,S24,S25,S26,S27,S28,S29,S37,S38,S39,S40,S41,S42,S43
ASV_ 232,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,15,0,0,0,0,0,0,0,140,0,0,0,0,0
ASV_ 233,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,NA,0,0,0,0,0,153,0,0,0,0,0,0,0,0
ASV_ 234,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,0,0,0,0,152,0,0,0,0,0,0,0,0,0
ASV_ 235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,0,0,0,0,0,152,0,0,0,0,0,0,0,0
ASV_ 236,Bacteria,Verrucomicrobiota,Verrucomicrobiae,NA,NA,NA,0,0,0,0,0,0,0,0,0,152,0,0,0,0
ASV_ 237,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,0,0,0,0,0,0,0,0,0,0,34,117,0,0
ASV_ 238,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,0,0,0,0,0,150,0,0,0,0,0,0,0,0
ASV_ 239,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Pseudoglutamicibacter,0,0,0,0,0,148,0,0,0,0,0,0,0,0
ASV_ 24,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,6418,0,319,198,274,1686,676,16,449,1048,2167,489,540,1767
ASV_ 240,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,NA,NA,0,0,0,82,0,0,11,0,24,0,14,0,0,10
ASV_ 241,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudorhodoplanes,0,49,10,63,17,0,0,0,0,0,0,0,0,0
ASV_ 242,Bacteria,Planctomycetota,Planctomycetes,NA,NA,NA,0,0,0,120,0,0,0,0,0,0,19,0,0,0
ASV_ 243,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,0,0,0,0,138,0,0,0,0,0,0,0,0,0
ASV_ 244,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,0,0,137,0,0,0,0,0,0,0,0,0,0,0
ASV_ 245,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,NA,0,0,0,0,0,0,0,0,0,0,0,137,0,0
ASV_ 246,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,0,0,0,0,0,0,0,0,0,0,0,123,0,12
ASV_ 247,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,0,0,85,0,0,0,0,49,0,0,0,0,0
ASV_ 248,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,0,0,0,0,0,133,0,0,0,0,0,0,0,0
ASV_ 249,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,0,0,0,0,0,0,0,0,133,0,0,0,0,0
ASV_ 25,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,0,848,410,544,476,1584,397,1926,594,153,3857,567,187,1714
ASV_ 250,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,0,0,0,0,0,132,0,0,0,0,0,0,0,0
ASV_ 251,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,0,0,0,0,0,0,0,0,0,132,0,0,0,0
ASV_ 252,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,0,0,106,0,0,0,0,0,0,0,0,0,23
ASV_ 253,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,0,0,28,100,0,0,0,0,0,0,0,0,0
ASV_ 254,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,0,0,0,0,0,128,0,0,0,0,0,0,0,0
ASV_ 255,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,0,31,0,47,18,0,0,0,0,0,21,0,0,9
ASV_ 256,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,0,0,0,9,0,0,15,38,0,0,11,39,0,14
ASV_ 257,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,0,0,0,0,0,0,0,0,86,0,0,0,0,40
ASV_ 258,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,0,0,0,0,0,0,0,0,0,0,0,125,0,0
ASV_ 259,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,0,0,0,0,0,124,0,0,0,0,0,0,0,0
ASV_ 26,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,262,0,270,104,241,599,196,1539,987,0,731,4887,1355,776
ASV_ 260,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,0,0,0,0,123,0,0,0,0,0,0,0,0,0
ASV_ 261,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,0,0,0,0,0,58,0,0,0,64,0,0,0
ASV_ 262,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,0,0,121,0,0,0,0,0,0,0,0,0,0
ASV_ 263,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,0,0,0,0,0,104,0,0,0,0,0,0,17
ASV_ 264,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,0,46,11,12,16,0,0,23,12,0,0,0,0,0
ASV_ 265,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,0,0,0,32,0,0,10,39,0,0,0,0,0,39
ASV_ 266,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,0,0,0,0,0,41,4,0,0,0,0,75,0,0
ASV_ 267,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,0,0,0,0,0,0,66,54,0,0,0,0,0,0
ASV_ 268,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Cellvibrio,0,0,0,0,0,0,0,60,0,0,0,0,45,13
ASV_ 269,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,0,0,97,0,0,0,0,0,0,18,0,0,0
ASV_ 27,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Agromyces,76,1775,2161,259,154,0,258,143,2471,0,1612,1222,706,945
ASV_ 270,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,0,0,0,0,42,0,0,73,0,0,0,0,0,0
ASV_ 271,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,0,0,0,31,36,0,0,0,0,0,35,0,0,12
ASV_ 272,Bacteria,Firmicutes,Bacilli,Bacillales,NA,NA,0,0,0,10,13,0,0,0,45,0,9,14,0,22
ASV_ 273,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,0,0,0,0,0,113,0,0,0,0,0,0,0,0
ASV_ 274,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,15,0,0,0,49,0,0,0,0,0,0,0,48,0
ASV_ 275,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Agrococcus,0,0,0,0,0,112,0,0,0,0,0,0,0,0
ASV_ 276,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,0,0,0,0,0,95,0,0,0,0,0,0,17
ASV_ 277,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leifsonia,0,0,0,6,0,105,0,0,0,0,0,0,0,0
ASV_ 278,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,0,0,0,0,0,0,0,110,0,0,0,0,0
ASV_ 279,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,0,0,109,0,0,0,0,0,0,0,0,0,0,0
ASV_ 28,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,NA,NA,92,0,0,52,0,0,0,298,3291,0,958,2407,49,4152
ASV_ 280,Bacteria,MBNT15,NA,NA,NA,NA,0,0,0,10,54,0,11,0,19,0,0,0,0,15
ASV_ 281,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,0,0,0,0,0,109,0,0,0,0,0,0,0,0
ASV_ 282,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,0,0,0,92,0,0,11,0,0,0,5,0,0,0
ASV_ 283,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Patulibacter,0,0,0,0,0,0,0,0,0,0,0,108,0,0
ASV_ 284,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,0,0,0,6,25,0,0,0,68,0,0,0,8,0
ASV_ 285,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,0,0,0,0,0,105,0,0,0,0,0,0,0,0
ASV_ 286,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,0,104,0,0,0,0,0,0,0,0,0,0,0,0
ASV_ 287,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Candidatus Berkiella,0,0,0,76,27,0,0,0,0,0,0,0,0,0
ASV_ 288,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,0,0,0,0,0,0,0,0,0,0,0,0,103,0
ASV_ 289,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,0,0,0,0,0,0,0,0,0,0,0,0,103,0
ASV_ 29,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Aurantisolimonas,250,0,76,2402,1490,0,2262,87,237,391,1081,0,1809,1044
ASV_ 290,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,0,0,102,0,0,0,0,0,0,0,0,0,0,0
ASV_ 291,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,0,0,102,0,0,0,0,0,0,0,0,0,0
ASV_ 292,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,0,0,0,102,0,0,0,0,0,0,0,0,0
ASV_ 293,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,0,0,0,0,0,0,0,44,35,0,0,0,0,23
ASV_ 294,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,0,0,0,0,0,0,101,0,0,0,0,0,0,0
ASV_ 295,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,NA,NA,0,0,0,100,0,0,0,0,0,0,0,0,0,0
ASV_ 296,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,0,0,32,68,0,0,0,0,0,0,0,0,0
ASV_ 297,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,0,0,0,0,0,0,0,0,0,0,0,99,0,0
ASV_ 298,Bacteria,Planctomycetota,Phycisphaerae,S-70,NA,NA,0,0,0,95,0,0,0,0,0,0,0,0,0,0
ASV_ 299,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,0,0,0,0,0,94,0,0,0,0,0,0,0,0
ASV_ 3,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,12597,3341,4811,15107,34930,20135,34385,17572,15593,19103,4631,14366,6926,9121
ASV_ 30,Bacteria,Deinococcota,Deinococci,Thermales,Thermaceae,Meiothermus,0,0,0,0,0,0,0,145,0,4232,132,5761,284,46
ASV_ 300,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,94,0
ASV_ 301,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,NA,NA,0,0,0,74,0,0,0,0,0,0,0,0,0,19
ASV_ 302,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,0,0,0,0,0,0,0,0,3,0,0,0,90,0
ASV_ 303,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,0,0,0,0,0,0,0,0,92,0,0,0,0,0
ASV_ 304,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,0,0,0,91,0,0,0,0,0,0,0,0,0,0
ASV_ 305,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,0,0,0,0,63,0,28,0,0,0,0,0,0,0
ASV_ 306,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,0,0,0,0,0,0,0,91,0,0,0,0,0
ASV_ 307,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,0,0,90,0,0,0,0,0,0,0,0,0,0,0
ASV_ 308,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,0,0,0,0,90,0,0,0,0,0,0,0,0,0
ASV_ 309,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,0,0,0,0,0,90,0,0,0,0,0,0,0,0
ASV_ 31,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Macellibacteroides,6331,0,116,94,134,0,274,0,82,549,311,1138,231,606
ASV_ 310,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,0,0,0,0,0,0,0,89,0,0,0,0,0
ASV_ 311,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,0,0,0,0,0,0,0,0,0,0,52,0,0,36
ASV_ 312,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,0,0,0,0,87,0,0,0,0,0,0,0,0,0
ASV_ 313,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,0,0,86,0,0,0,0,0,0,0,0,0,0
ASV_ 314,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Thermoflavimicrobium,0,0,76,8,0,0,0,0,0,0,0,0,0,0
ASV_ 315,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,0,0,84,0,0,0,0,0,0,0,0,0,0
ASV_ 316,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,NA,0,0,0,43,0,0,0,0,0,0,41,0,0,0
ASV_ 317,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,0,0,0,0,0,0,0,17,42,0,0,0,0,25
ASV_ 318,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,0,0,0,0,73,0,9,0,0,0,0,0,0,0
ASV_ 319,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,0,0,0,0,0,0,0,0,0,0,0,0,82,0
ASV_ 32,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,54,2221,860,2536,1164,444,233,30,1102,0,555,0,223,227
ASV_ 320,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,80,0,0,0,0,0,0,0,0,0,0,0,0
ASV_ 321,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,0,0,0,0,0,0,0,80,0,0,0,0,0,0
ASV_ 322,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Promicromonosporaceae,Cellulosimicrobium,0,0,0,0,0,0,0,0,0,0,48,0,0,32
ASV_ 323,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,0,0,79,0,0,0,0,0,0,0,0,0,0,0
ASV_ 324,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,0,0,79,0,0,0,0,0,0,0,0,0,0
ASV_ 325,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,0,0,78,0,0,0,0,0,0,0,0,0,0,0
ASV_ 326,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,0,0,0,0,0,78,0,0,0,0,0,0,0,0
ASV_ 327,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,0,0,0,0,0,77,0,0,0,0,0,0,0,0
ASV_ 328,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,0,0,76,0,0,0,0,0,0,0,0,0,0,0
ASV_ 329,Bacteria,Chloroflexi,KD4-96,NA,NA,NA,0,0,0,0,76,0,0,0,0,0,0,0,0,0
ASV_ 33,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,34,1129,424,90,124,262,71,186,494,4278,164,1363,532,92
ASV_ 330,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Schlegelella,0,0,0,0,0,0,0,0,0,0,0,0,76,0
ASV_ 331,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Phreatobacter,0,75,0,0,0,0,0,0,0,0,0,0,0,0
ASV_ 332,Bacteria,Proteobacteria,Gammaproteobacteria,R7C24,NA,NA,0,0,75,0,0,0,0,0,0,0,0,0,0,0
ASV_ 333,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,0,0,39,0,0,0,0,0,0,0,20,0,0,16
ASV_ 334,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,0,0,0,0,0,0,0,0,0,75,0,0,0,0
ASV_ 335,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,0,0,74,0,0,0,0,0,0,0,0,0,0,0
ASV_ 336,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,0,0,0,74,0,0,0,0,0,0,0,0,0,0
ASV_ 337,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,0,0,74,0,0,0,0,0,0,0,0,0,0
ASV_ 338,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,0,0,0,73,0,0,0,0,0,0,0,0,0
ASV_ 339,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chromobacteriaceae,Crenobacter,0,54,0,17,0,0,0,0,0,0,0,0,0,0
ASV_ 34,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,ZOR0006,3974,2913,32,921,728,0,390,0,6,249,0,21,0,4
ASV_ 340,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,0,26,26,0,0,0,6,0,13,0,0,0,0,0
ASV_ 341,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,0,0,0,0,71,0,0,0,0,0,0,0,0,0
ASV_ 342,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,0,0,0,0,0,0,0,8,0,0,22,0,0,41
ASV_ 343,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,0,55,0,0,0,0,0,0,0,0,15,0,0,0
ASV_ 344,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,NA,NA,0,0,0,0,0,0,0,0,7,0,0,0,52,11
ASV_ 345,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,0,0,0,68,0,0,0,0,0,0,0,0,0,0
ASV_ 346,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,0,0,0,0,0,68,0,0,0,0,0,0,0,0
ASV_ 347,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anaerobacillus,0,0,67,0,0,0,0,0,0,0,0,0,0,0
ASV_ 348,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,0,0,0,67,0,0,0,0,0,0,0,0,0,0
ASV_ 349,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,0,0,0,12,55,0,0,0,0,0,0,0,0,0
ASV_ 35,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,0,0,158,185,57,0,0,1946,1268,0,1043,649,797,957
ASV_ 350,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,67,0
ASV_ 351,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,NA,0,0,0,0,0,66,0,0,0,0,0,0,0,0
ASV_ 352,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,0,0,0,0,0,65,0,0,0,0,0,0,0,0
ASV_ 353,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium,0,0,0,0,0,64,0,0,0,0,0,0,0,0
ASV_ 354,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,0,0,0,0,0,0,0,0,0,0,0,0,63,0
ASV_ 355,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,0,0,0,0,0,0,0,0,0,0,0,62,0,0
ASV_ 356,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,0,0,61,0,0,0,0,0,0,0,0,0,0,0
ASV_ 357,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,0,0,0,0,0,61,0,0,0,0,0,0,0,0
ASV_ 358,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,0,0,0,0,0,0,0,0,0,61,0,0,0,0
ASV_ 359,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,0,0,60,0,0,0,0,0,0,0,0,0,0
ASV_ 36,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chitinibacteraceae,Chitinibacter,0,0,15,7,7,5,13,1164,683,0,2856,267,341,1287
ASV_ 360,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,0,0,0,28,32,0,0,0,0,0,0,0,0,0
ASV_ 361,Bacteria,Chloroflexi,KD4-96,NA,NA,NA,0,0,0,14,0,0,20,0,0,0,0,0,0,26
ASV_ 362,Bacteria,Planctomycetota,Phycisphaerae,S-70,NA,NA,0,0,0,0,38,0,0,0,22,0,0,0,0,0
ASV_ 363,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,0,0,0,0,16,0,0,0,0,0,44,0,0,0
ASV_ 364,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,0,0,0,0,0,60,0,0,0,0,0,0,0,0
ASV_ 365,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,0,0,0,0,0,0,0,60,0,0,0,0,0,0
ASV_ 366,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,NA,NA,4,0,14,0,5,0,0,0,0,0,14,0,22,0
ASV_ 367,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Empedobacter,0,0,0,0,26,0,0,0,32,0,0,0,0,0
ASV_ 368,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,0,0,0,0,0,0,0,58,0,0,0,0,0,0
ASV_ 369,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,0,0,0,0,0,0,0,0,48,0,0,0,0,9
ASV_ 37,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,124,1587,853,532,216,0,537,136,1415,0,442,117,385,274
ASV_ 370,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella,0,0,0,17,0,0,0,11,28,0,0,0,0,0
ASV_ 371,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,0,0,0,0,56,0,0,0,0,0,0,0,0,0
ASV_ 372,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,NA,0,0,0,0,0,0,0,0,54,0,0,0,0,0
ASV_ 373,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,53,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_ 374,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,0,0,0,0,53,0,0,0,0,0,0,0,0,0
